WC_Sample_Site_Name,Lab_Samp_No,Matrix_ID,Date_Collected,Date_Received,Date_Analyzed,Lab_Name,Analytical_Method,Analyte,Lab_Result_Qualifier,Result,Units,MDL,Reporting_Limit,Comments,ESA_omit_data,ESA_Flag,PercentDif,Site_Number,qa_type,Notes
Site 13,23070746-002,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0029,mg/L,0.0062,0.02,,,BMDL,,13,field_primary,
Site 2UVA2023,23070746-007,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0029,mg/L,0.0062,0.02,,,BMDL,,2UVaa2023,field_primary,
Site 26UVa2023,23070747-005,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0024,mg/L,0.0062,0.02,,,BMDL,,26UVA2023,field_primary,
Site 10,23070746-006,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0023,mg/L,0.0062,0.02,,,BMDL,,10,field_primary,
Site 15,23070747-001,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000837,mg/L,0.0062,0.02,,,BMDL,,15,field_primary,
Site 20,23070746-001,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,20,field_primary,
Site 11,23070746-005,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,11,field_primary,
Site 14,23050718-007,Surface Water,5/22/2023,5/23/2023,5/24/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0027,mg/L,0.0042,0.02,,,BMDL,,14,field_primary,
Site 17,23070746-008,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,17,field_primary,
Site 1UVb2023,23070746-010,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,1UVB2023,field_primary,
Site 12,23090451-002,Surface Water,9/19/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0026,mg/L,0.0042,0.02,,,BMDL,,12,field_primary,
Site 22,23070747-002,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,22,field_primary,
Site 18,23070747-006,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,18,field_primary,
Site 9UVa2023,23070747-007,Surface Water,7/24/2023,7/25/2023,8/10/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,9UVA2023,field_primary,
Site 17,23060531-004,Surface Water,6/19/2023,6/20/2023,6/20/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0021,mg/L,0.0042,0.02,,,BMDL,,17,field_primary,
Site 16,23080040-003,Surface Water,7/31/2023,8/1/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0055,mg/L,0.0062,0.02,,,BMDL,,16,field_primary,
Site 20,23080040-007,Surface Water,7/31/2023,8/1/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0038,mg/L,0.0062,0.02,,,BMDL,,20,field_primary,
SITE 13,23080039-003,Surface Water,7/31/2023,8/1/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0033,mg/L,0.0062,0.02,,,BMDL,,13,field_primary,
SITE 14,23080039-001,Surface Water,7/31/2023,8/1/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,14,field_primary,
SITE 11,23080039-005,Surface Water,7/31/2023,8/1/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,11,field_primary,
Site 10,23080040-002,Surface Water,7/31/2023,8/1/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,10,field_primary,
Site  18,23080040-004,Surface Water,7/31/2023,8/1/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,18,field_primary,
Site 15,23080117-001,Surface Water,8/2/2023,8/3/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0046,mg/L,0.0062,0.02,,,BMDL,,15,field_primary,
Site 11,23090454-003,Surface Water,9/19/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0011,mg/L,0.0042,0.02,,,BMDL,,11,field_primary,
1 UVa 2023,23080117-005,Surface Water,8/2/2023,8/3/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0039,mg/L,0.0062,0.02,,,BMDL,,1UVa2023,field_primary,
3 UVa 2023,23080117-006,Surface Water,8/2/2023,8/3/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0031,mg/L,0.0062,0.02,,,BMDL,,3UVa2023,field_primary,
9UVa 2023,23080117-002,Surface Water,8/2/2023,8/3/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,9UVa2023,field_primary,
Site 11,23100544-001,Surface Water,10/17/2023,10/18/2023,10/18/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0.0009,mg/L,0.0042,0.02,,,BMDL,,11,field_primary,
26UVa 2023,23080117-003,Surface Water,8/2/2023,8/3/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,26UVa2023,field_primary,
2 UVa 2023,23080117-004,Surface Water,8/2/2023,8/3/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,2UVa2023,field_primary,
2UVa2023,23080233-003,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0047,mg/L,0.0062,0.02,,,BMDL,,2UVa2023,field_primary,
3UVa2023,23080233-004,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0041,mg/L,0.0062,0.02,,,BMDL,,3UVa2023,field_primary,
1UVa2023,23080233-002,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0039,mg/L,0.0062,0.02,,,BMDL,,1UVa2023,field_primary,
SITE 20,23080234-002,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0035,mg/L,0.0062,0.02,,,BMDL,,20,field_primary,
SITE 10,23080234-008,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0034,mg/L,0.0062,0.02,,,BMDL,,10,field_primary,
SITE 17,23080234-005,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.003,mg/L,0.0062,0.02,,,BMDL,,17,field_primary,
SITE 15,23080234-006,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0029,mg/L,0.0062,0.02,,,BMDL,,15,field_primary,
SITE 16,23080234-009,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0027,mg/L,0.0062,0.02,,,BMDL,,16,field_primary,
site 11,23080233-005,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,11,field_primary,
site 12,23080233-006,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,12,field_primary,
site 13,23080233-007,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,13,field_primary,
site 14,23080233-008,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,14,field_primary,
SITE 26/26UVa2023,23080234-004,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,26UVa2023,field_primary,
SITE 18,23080234-007,Surface Water,8/7/2023,8/8/2023,8/23/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,18,field_primary,
SITE 10,23080441-003,Surface Water,8/14/2023,8/15/2023,8/30/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0021,mg/L,0.0062,0.02,,,BMDL,,10,field_primary,
SITE 11,23080441-004,Surface Water,8/14/2023,8/15/2023,8/30/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000288,mg/L,0.0062,0.02,,,BMDL,,11,field_primary,
SITE 26,23080441-002,Surface Water,8/14/2023,8/15/2023,8/30/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,26UVa2023,field_primary,
Site 3uv2023,23080441-006,Surface Water,8/15/2023,8/15/2023,8/30/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,3UVa2023,field_primary,
Site 11,23080617-003,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0041,mg/L,0.0062,0.02,,,BMDL,,11,field_primary,
Site 14,23080617-006,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0038,mg/L,0.0062,0.02,,,BMDL,,14,field_primary,
Site 13,23080617-005,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0027,mg/L,0.0062,0.02,,,BMDL,,13,field_primary,
Site 20,23080617-008,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0024,mg/L,0.0062,0.02,,,BMDL,,20,field_primary,
Site 12,23080617-004,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0017,mg/L,0.0062,0.02,,,BMDL,,12,field_primary,
Site 26UVa2023,23080618-006,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0014,mg/L,0.0062,0.02,,,BMDL,,26UVa2023,field_primary,
Site 15,23080618-004,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0012,mg/L,0.0062,0.02,,,BMDL,,15,field_primary,
Site 22,23080618-001,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,22,field_primary,
Site 9UVa2023,23080618-002,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,9UVa2023,field_primary,
Site 18,23080618-005,Surface Water,8/21/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,18,field_primary,
SITE1UVa2023,23080619-002,Surface Water,8/22/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0046,mg/L,0.0062,0.02,,,BMDL,,1UVa2023,field_primary,
SITE3UVa2023,23080619-001,Surface Water,8/22/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.003,mg/L,0.0062,0.02,,,BMDL,,3UVa2023,field_primary,
SITE2UVa2023,23080619-003,Surface Water,8/22/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0026,mg/L,0.0062,0.02,,,BMDL,,2UVa2023,field_primary,
Site 16,23080620-001,Surface Water,8/22/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0013,mg/L,0.0062,0.02,,,BMDL,,16,field_primary,
Site 17,23080620-002,Surface Water,8/22/2023,8/22/2023,9/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,17,field_primary,
SITE 11,23080767-006,Surface Water,8/28/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0047,mg/L,0.0062,0.02,,,BMDL,,11,field_primary,
SITE 5UVa2023,23080767-007,Surface Water,8/28/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0047,mg/L,0.0062,0.02,,,BMDL,,5UVa2023,field_primary,
Site 17,23080766-005,Surface Water,8/28/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0043,mg/L,0.0062,0.02,,,BMDL,,17,field_primary,
SITE 16,23080767-004,Surface Water,8/28/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0043,mg/L,0.0062,0.02,,,BMDL,,16,field_primary,
Site 15,23080766-004,Surface Water,8/28/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0038,mg/L,0.0062,0.02,,,BMDL,,15,field_primary,
SITE 18,23080767-002,Surface Water,8/28/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0037,mg/L,0.0062,0.02,,,BMDL,,18,field_primary,
Site 24,23080766-006,Surface Water,8/28/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0033,mg/L,0.0062,0.02,,,BMDL,,24,field_primary,
SITE 20,23080764-001,Surface Water,8/29/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.005,mg/L,0.0062,0.02,,,BMDL,,20,field_primary,
3UVa2023,23080765-003,Surface Water,8/29/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0044,mg/L,0.0062,0.02,,,BMDL,,3UVa2023,field_primary,
SITE 26,23080764-002,Surface Water,8/29/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0041,mg/L,0.0062,0.02,,,BMDL,,26,field_primary,
SITE 9,23080764-003,Surface Water,8/29/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0041,mg/L,0.0062,0.02,,,BMDL,,9,field_primary,
2Uva2023,23080765-002,Surface Water,8/29/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0038,mg/L,0.0062,0.02,,,BMDL,,2Uva2023,field_primary,
1UVa2023,23080765-001,Surface Water,8/29/2023,8/29/2023,9/7/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0035,mg/L,0.0062,0.02,,,BMDL,,1UVa2023,field_primary,
Site 16,23090061-001,Surface Water,9/5/2023,9/5/2023,9/13/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0036,mg/L,0.0062,0.02,,,BMDL,,16,field_primary,
Site 11,23090126-004,Surface Water,9/6/2023,9/7/2023,9/13/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0038,mg/L,0.0062,0.02,,,BMDL,,11,field_primary,
Site 10,23090126-002,Surface Water,9/6/2023,9/7/2023,9/13/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0035,mg/L,0.0062,0.02,,,BMDL,,10,field_primary,
2 Uva2023,23090127-002,Surface Water,9/6/2023,9/7/2023,9/13/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.002,mg/L,0.0062,0.02,,,BMDL,,2UVa2023,field_primary,
SITE 5 UVA 2023,23090264-004,Surface Water,9/11/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000403,mg/L,0.0062,0.02,,,BMDL,,5UVa2023,field_primary,
SITE 11,23090264-002,Surface Water,9/11/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000358,mg/L,0.0062,0.02,,,BMDL,,11,field_primary,
Site 17,23090268-001,Surface Water,9/11/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000171,mg/L,0.0062,0.02,,,BMDL,,17,field_primary,
SITE 12,23090264-005,Surface Water,9/11/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.00015,mg/L,0.0062,0.02,,,BMDL,,12,field_primary,
Site 16,23090268-002,Surface Water,9/11/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000087,mg/L,0.0062,0.02,,,BMDL,,16,field_primary,
SITE 10,23090264-001,Surface Water,9/11/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,10,field_primary,
Site 2 UVa2023,23090268-003,Surface Water,9/11/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,2UVa2023,field_primary,
Site 15,23090267-002,Surface Water,9/12/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000916,mg/L,0.0062,0.02,,,BMDL,,15,field_primary,
3 UVA 2023,23090263-002,Surface Water,9/12/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000466,mg/L,0.0062,0.02,,,BMDL,,3UVa2023,field_primary,
1 UVA 2023,23090263-001,Surface Water,9/12/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,1UVa2023,field_primary,
Site 18,23090267-003,Surface Water,9/12/2023,9/12/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,18,field_primary,
Site 17,23090452-002,Surface Water,9/18/2023,9/19/2023,9/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0016,mg/L,0.0062,0.02,,,BMDL,,17,field_primary,
Site 7,23090453-001,Surface Water,9/18/2023,9/19/2023,9/28/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000501,mg/L,0.0062,0.02,,,BMDL,,7,field_primary,
Site 16,23090452-004,Surface Water,9/18/2023,9/19/2023,9/28/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,16,field_primary,
Site 11,23090454-003,Surface Water,9/19/2023,9/19/2023,9/28/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.0011,mg/L,0.0062,0.02,,,BMDL,,11,field_primary,
Site 18,23090454-005,Surface Water,9/19/2023,9/19/2023,9/28/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000046,mg/L,0.0062,0.02,,,BMDL,,18,field_primary,
Site 16,23090662-003,Surface Water,9/25/2023,9/26/2023,9/28/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,16,field_primary,
Site 20,23090663-005,Surface Water,9/26/2023,9/26/2023,9/28/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,20,field_primary,
Site 17,23100106-002,Surface Water,10/2/2023,10/3/2023,10/11/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0.000259,mg/L,0.0062,0.02,,,BMDL,,17,field_primary,
Site 18,23100106-001,Surface Water,10/2/2023,10/3/2023,10/11/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,18,field_primary,
20,23090263-003,Surface Water,9/12/2023,9/12/2023,9/13/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,20,field_primary,
Site 15,23100107-001,Surface Water,10/2/2023,10/3/2023,10/18/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,15,field_primary,
Site 15,23090267-002,Surface Water,9/12/2023,9/12/2023,9/13/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,15,field_primary,
Site 20,23100107-005,Surface Water,10/3/2023,10/3/2023,10/12/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,20,field_primary,
Site 18,23090267-003,Surface Water,9/12/2023,9/12/2023,9/13/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,18,field_primary,
Site 15,23100342-002,Surface Water,10/9/2023,10/10/2023,10/25/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,15,field_primary,
Site 20,23090451-003,Surface Water,9/19/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,20,field_primary,
Site 27,23090451-004,Surface Water,9/19/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,27,field_primary,
Site 25,23090452-001,Surface Water,9/18/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,25,field_primary,
Site 17,23090452-002,Surface Water,9/18/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,17,field_primary,
Site 16,23090452-004,Surface Water,9/18/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,16,field_primary,
Site 7,23090453-001,Surface Water,9/18/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,7,field_primary,
Site 15,23090453-002,Surface Water,9/18/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,15,field_primary,
Site 26,23090454-004,Surface Water,9/19/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,26,field_primary,
Site 18,23090454-005,Surface Water,9/19/2023,9/19/2023,9/19/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,18,field_primary,
Site 10,23100340-003,Surface Water,10/10/2023,10/10/2023,10/20/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,10,field_primary,
Site 15,23090663-001,Surface Water,9/25/2023,9/26/2023,9/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,15,field_primary,
Site 18,23090663-002,Surface Water,9/25/2023,9/26/2023,9/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,18,field_primary,
Site 5UVa2023,23090663-004,Surface Water,9/25/2023,9/26/2023,9/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,5UVa2023,field_primary,
Site 20,23090663-005,Surface Water,9/26/2023,9/26/2023,9/27/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,20,field_primary,
Site 11,23100105-002,Surface Water,10/3/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,11,field_primary,
5UVA2023,23100105-003,Surface Water,10/3/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,5UVa2023,field_primary,
Site 11,23100544-001,Surface Water,10/17/2023,10/18/2023,11/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,11,field_primary,
Site 18,23100106-001,Surface Water,10/2/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,18,field_primary,
Site 17,23100106-002,Surface Water,10/2/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,17,field_primary,
Site 16,23100106-004,Surface Water,10/2/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,16,field_primary,
Site 17,23100544-003,Surface Water,10/17/2023,10/18/2023,11/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,17,field_primary,
Site 15,23100107-001,Surface Water,10/2/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,15,field_primary,
Site 10,23100107-002,Surface Water,10/2/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,10,field_primary,
Site 18,23100544-004,Surface Water,10/17/2023,10/18/2023,11/1/2023,WETLab,EPA 353.2,Nitrate + Nitrite Nitrogen,U,0,mg/L,0.0062,0.02,,,BMDL,,18,field_primary,
Site 20,23100107-005,Surface Water,10/3/2023,10/3/2023,10/4/2023,WETLab,SM 4500-P E,"Orthophosphate, as P",U,0,mg/L,0.0042,0.02,,,BMDL,,20,field_primary,
