Waterbody,Project,Replicate,Habitat,Date,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Abundance,Location
Lake Tahoe,NA,23,near-shore,2022-05-03,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,8,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,12,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,12,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,135,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,112,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Nanocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,24,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,33,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,46,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,3,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,196,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,15,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,1,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Physa/Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,6,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,35,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Menetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,1,Tahoe Keys CMT
Lake Tahoe,NA,23,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,101,Tahoe Keys CMT
Lake Tahoe,NA,24,mid-channel,2022-05-03,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,24,mid-channel,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,24,mid-channel,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,17.22,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,1,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,28,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,2,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,2,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,31,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,31,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Nanocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,4,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,11,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,2,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,100,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,3,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Physa/Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,1,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,6,Tahoe Keys CMT
Lake Tahoe,NA,24,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,1,Tahoe Keys CMT
Lake Tahoe,NA,25,mid-channel,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,17.22,Tahoe Keys CMT
Lake Tahoe,NA,25,mid-channel,2022-05-03,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,25.83,Tahoe Keys CMT
Lake Tahoe,NA,25,mid-channel,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,8.61,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,3,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,8,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Pseudochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,17,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Odontomesa,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Prodiamesinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,5,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,13,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,3,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Prostoma,U,non-insect,Aquatic,Annelida: Nemertea,miscellaneous non-insect,Tetrastemmatidae,nemerteans,1,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,4,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,1,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,46,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,1,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,3,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,6,Tahoe Keys CMT
Lake Tahoe,NA,25,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,2,Tahoe Keys CMT
Lake Tahoe,NA,26,mid-channel,2022-05-03,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,8.61,Tahoe Keys CMT
Lake Tahoe,NA,26,mid-channel,2022-05-03,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,26,mid-channel,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,17.22,Tahoe Keys CMT
Lake Tahoe,NA,26,mid-channel,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,17.22,Tahoe Keys CMT
Lake Tahoe,NA,26,mid-channel,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,26,mid-channel,2022-05-03,Limnesia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,17.22,Tahoe Keys CMT
Lake Tahoe,NA,26,mid-channel,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8.61,Tahoe Keys CMT
Lake Tahoe,NA,26,mid-channel,2022-05-03,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,111.93,Tahoe Keys CMT
Lake Tahoe,NA,26,mid-channel,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,8.61,Tahoe Keys CMT
Lake Tahoe,NA,26,mid-channel,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,17.22,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,2,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,1,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,16,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,33,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,244,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Glossiphoniidae,U,non-insect,Aquatic,Annelida: Hirudinea,miscellaneous non-insect,Glossiphoniidae,leeches,1,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,5,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,17,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Dicrotendipes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,113,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Pseudochironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,259,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,17,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,13,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Mideopsis,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,2,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,11,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,23,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,11,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,219,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,12,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,12,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,3,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Menetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,1,Tahoe Keys CMT
Lake Tahoe,NA,26,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,4,Tahoe Keys CMT
Lake Tahoe,NA,27,mid-channel,2022-05-03,Dicrotendipes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,25.83,Tahoe Keys CMT
Lake Tahoe,NA,27,mid-channel,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,60.27,Tahoe Keys CMT
Lake Tahoe,NA,27,mid-channel,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,25.83,Tahoe Keys CMT
Lake Tahoe,NA,27,mid-channel,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,25.83,Tahoe Keys CMT
Lake Tahoe,NA,27,mid-channel,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,17.22,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,9,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,2,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,9,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,10,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Dicrotendipes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Rheocricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,5,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,15,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,1,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,7,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,1,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,13,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,1,Tahoe Keys CMT
Lake Tahoe,NA,27,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,1,Tahoe Keys CMT
Lake Tahoe,NA,3,mid-channel,2022-05-03,Caenis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Caenidae,mayflies,25.83,Tahoe Keys CMT
Lake Tahoe,NA,3,mid-channel,2022-05-03,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,3,mid-channel,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,3,mid-channel,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,3,mid-channel,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,17.22,Tahoe Keys CMT
Lake Tahoe,NA,3,mid-channel,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,17.22,Tahoe Keys CMT
Lake Tahoe,NA,3,mid-channel,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,8.61,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Oecetis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,12,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Coenagrion/Enallagma,L,insect,Aquatic,Arthropoda: Insecta,Odonata,Coenagrionidae,damselflies,19,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Trepaxonemata,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,x,flat worms,14,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Hydra,U,non-insect,Aquatic,Cnidaria: Hydrozoa,miscellaneous non-insect,Hydridae,hydroids,37,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Cladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,3,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Parachironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,31,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,78,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Nanocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Ablabesmyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,15,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Procladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Limnesia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,4,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Piona,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,5,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Sphaeriidae,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,3,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,139,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,10,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,78,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Physa/Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,2,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Gyraulus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,25,Tahoe Keys CMT
Lake Tahoe,NA,3,near-shore,2022-05-03,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,87,Tahoe Keys CMT
Lake Tahoe,NA,5,mid-channel,2022-05-03,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8.61,Tahoe Keys CMT
Lake Tahoe,NA,5,mid-channel,2022-05-03,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,8.61,Tahoe Keys CMT
Lake Tahoe,NA,5,mid-channel,2022-05-03,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,17.22,Tahoe Keys CMT
